code,title,definition,longdefinition,inclusions,exclusions
ND37,Unspecified multiple injuries,,,,injury NOS
ND50,"Fracture of spine, level unspecified",,,,"multiple fractures of spine, level unspecified"
ND51.0,Dislocation or strain or sprain of unspecified joint or ligament of trunk,,,,
ND51.1,"Injury of unspecified nerve, spinal nerve root or plexus of trunk",,,,
ND51.2,"Injury of spinal cord, level unspecified",,,,
ND51.3,"Injury of unspecified muscle, fascia or tendon of trunk",,,,
ND51.4,"Crushing injury of spine or trunk, level unspecified",,,,
ND51.Y,"Other specified injuries of spine or trunk, level unspecified",,,,
ND51.Z,"Unspecified injuries of spine or trunk, level unspecified",,,,
ND52,"Fracture of arm, level unspecified",,,,Fractures involving multiple regions of one arm
ND53.0,"Crushing injury of arm, level unspecified",,,,
ND53.Y,"Other specified injuries of arm, level unspecified",,,,
ND54,"Fracture of leg, level unspecified",,,,Fractures involving multiple regions of one leg
ND55,"Other injuries of leg, level unspecified",,,,"Fracture of leg, level unspecified; Injuries involving multiple body regions"
ND56.0,Superficial injury of unspecified body region,,,,multiple superficial injuries NOS
ND56.1,Open wound of unspecified body region,,,,Traumatic amputations involving multiple body regions; Open wounds involving multiple body regions; traumatic amputation NOS
ND56.2,Fracture of unspecified body region,,,,multiple fractures NOS
ND56.3,Dislocation or strain or sprain of unspecified body region,,,,"multiple dislocations, sprains and strains NOS"
ND56.4,Injury of nerve of unspecified body region,,,,multiple injuries of nerves NOS
ND56.5,Injury of blood vessel of unspecified body region,,,,multiple injuries of blood vessels NOS
ND56.6,Injury of muscles or tendons of unspecified body region,,,,multiple injuries of tendons and muscles NOS
ND56.7,Crushing injury of unspecified body region,,,,
ND56.8,Traumatic amputation of unspecified body region,,,,multiple: crushing injuries NOS; multiple traumatic amputations NOS
ND56.9,Injury complicating pregnancy,,,,
ND56.Y,Other specified injury of unspecified body region,,,,
ND56.Z,"Unspecified injury to unspecified part of trunk, limb or body region",,,,
ND57,Secondary effect of trauma,,,deformity NOS; scarring resulting from previous injury; old amputation,"Post traumatic stress disorder; Post traumatic wound infection, not elsewhere classified"
ND5Y,"Other specified injuries to unspecified part of trunk, limb or body region",,,,
ND5Z,"Injuries to unspecified part of trunk, limb or body region, unspecified",,,,
ND70.0,Foreign body in cornea,,,,
ND70.1,Foreign body in conjunctival sac,,,,
ND70.2,Foreign body in multiple parts of external eye,,,,
ND70.Y,Foreign body in other specified part of external eye,,,,
ND70.Z,"Foreign body on external eye, unspecified",,,,
ND71,Foreign body in ear,Objects that inadvertently enter the ear from the environment.,,,
ND72.0,Foreign body in nasal sinus,,,,
ND72.1,Foreign body in nostril,,,,
ND72.20,Asphyxia on mucous in nasopharynx,,,,
ND72.2Y,Other specified foreign body in pharynx,,,,
ND72.2Z,"Foreign body in pharynx, unspecified",,,,
ND72.3,Foreign body in larynx,,,,
ND72.4,Foreign body in trachea,,,,
ND72.5,Foreign body in bronchus,,,,
ND72.6,Foreign body in multiple parts of respiratory tract,,,,
ND72.Y,Foreign body in other parts of respiratory tract,,,,
ND72.Z,Foreign body in unspecified part of respiratory tract,,,,
ND73.0,Foreign body in mouth,,,,
ND73.1,Foreign body in oesophagus,Mechanical impaction or retention of foreign body in the oesophagus,,,
ND73.20,Trichobezoar,A hair ball which is formed from ingested hairs in the stomach which may cause bowel obstruction.,,,
ND73.2Y,Other specified foreign body in stomach,,,,
ND73.2Z,"Foreign body in stomach, unspecified",,,,
ND73.3,Foreign body in small intestine,Mechanical impaction or retention of foreign body in the small intestine.,,,
ND73.4,Foreign body in colon,,,,
ND73.5,Foreign body in anus or rectum,,,,
ND73.Y,Foreign body in other specified part of alimentary tract,,,,
ND73.Z,"Foreign body in alimentary tract, unspecified",,,,
ND74.0,Foreign body in urethra,,,,
ND74.1,Foreign body in bladder,,,,
ND74.2,Foreign body in vulva or vagina,,,,
ND74.3,"Foreign body in uterus, any part",,,,
ND74.Y,Foreign body in other specified part of genitourinary tract,,,,
ND74.Z,"Foreign body in genitourinary tract, unspecified",,,,
ND7Z,"Effects of foreign body entering through natural orifice, unspecified",,,,
ND90.0,"Burn of head or neck except face, epidermal burn",,,,
ND90.1,"Burn of head or neck except face, superficial partial thickness burn",,,,
ND90.2,"Burn of head or neck except face, deep partial thickness burn",,,,
ND90.3,"Burn of head and neck except face, full thickness burn",,,,
ND90.4,"Burn of head or neck except face, deep full thickness or complex burn",,,,
ND90.Z,"Burn of head and neck except face, depth of burn unspecified",,,,
ND91.0,"Burn of face except eye or ocular adnexa, epidermal burn",,,,
ND91.1,"Burn of face except eye or ocular adnexa, superficial partial thickness burn",,,,
ND91.2,"Burn of face except eye or ocular adnexa, deep partial thickness burn",,,,
ND91.3,"Burn of face except eye or ocular adnexa, full thickness burn",,,,
ND91.4,"Burn of face except eye or ocular adnexa, deep full thickness or complex burn",,,,
ND91.Z,"Burn of face except eye, depth of burn unspecified",,,,
ND92.00,"Burn of breast, epidermal burn",,,,
ND92.01,"Burn of chest wall, epidermal burn",,,,
ND92.02,"Burn of abdominal wall, epidermal burn",,,,
ND92.03,"Burn of back, any part, epidermal burn",,,,
ND92.0Y,"Other specified burn of trunk except perineum or genitalia, epidermal burn",,,,
ND92.0Z,"Burn of trunk except perineum or genitalia, epidermal burn, unspecified",,,,
ND92.1,"Burn of trunk except perineum or genitalia, superficial partial thickness burn",,,,
ND92.2,"Burn of trunk except perineum or genitalia, deep partial thickness burn",,,,
ND92.3,"Burn of trunk except perineum or genitalia, full thickness burn",,,,
ND92.4,"Burn of trunk except perineum or genitalia, deep full thickness or complex burn",,,,
ND92.Z,"Burn of trunk except perineum and genitalia, depth of burn unspecified",,,,
ND93.0,"Burn of perineum or genitalia, epidermal burn",,,,
ND93.1,"Burn of perineum or genitalia, superficial partial thickness burn",,,,
ND93.2,"Burn of perineum or genitalia, deep partial thickness burn",,,,
ND93.3,"Burn of perineum or genitalia, full thickness burn",,,,
ND93.4,"Burn of perineum or genitalia, deep full thickness or complex burn",,,,
ND93.Z,"Burn of perineum and genitalia, depth of burn unspecified",,,,
ND94.0,"Burn of shoulder or arm, except wrist or hand, epidermal burn",,,,
ND94.10,"Burn of forearm and elbow, superficial partial thickness burn",,,,
ND94.1Y,"Other specified burn of shoulder or arm, except wrist or hand, superficial partial thickness burn",,,,
ND94.1Z,"Burn of shoulder or arm, except wrist or hand, superficial partial thickness burn, unspecified",,,,
ND94.20,"Burn of forearm or elbow, deep partial thickness burn",,,,
ND94.2Y,"Other specified burn of shoulder or arm, except wrist or hand, deep partial thickness burn",,,,
ND94.2Z,"Burn of shoulder or arm, except wrist or hand, deep partial thickness burn, unspecified",,,,
ND94.3,"Burn of shoulder or arm, except wrist or hand, full thickness burn",,,,
ND94.4,"Burn of shoulder or arm, except wrist or hand, deep full thickness or complex burn",,,,
ND94.Z,"Burn of shoulder and arm except wrist and hand, depth of burn unspecified",,,,
ND95.0,"Burn of wrist or hand, epidermal burn",,,,
ND95.1,"Burn of wrist or hand, superficial partial thickness burn",,,,
ND95.2,"Burn of wrist or hand, deep partial thickness burn",,,,
ND95.3,"Burn of wrist or hand, full thickness burn",,,,
ND95.4,"Burn of wrist or hand, deep full thickness or complex burn",,,,
ND95.Z,"Burn of wrist and hand, depth of burn unspecified",,,,
ND96.0,"Burn of hip or leg, except ankle or foot, epidermal burn",,,,
ND96.1,"Burn of hip or leg, except ankle or foot, superficial partial thickness burn",,,,
ND96.2,"Burn of hip or leg, except ankle or foot, deep partial thickness burn",,,,
ND96.3,"Burn of hip or leg, except ankle or foot, full thickness burn",,,,
ND96.4,"Burn of hip or leg, except ankle or foot, deep full thickness or complex burn",,,,
ND96.Z,"Burn of hip and leg except ankle and foot, depth of burn unspecified",,,,
ND97.0,"Burn of ankle or foot, epidermal burn",,,,
ND97.1,"Burn of ankle or foot, superficial partial thickness burn",,,,
ND97.2,"Burn of ankle or foot, deep partial thickness burn",,,,
ND97.3,"Burn of ankle or foot, full thickness burn",,,,
ND97.4,"Burn of ankle or foot, deep full thickness or complex burn",,,,
ND97.Z,"Burn of ankle and foot, depth of burn unspecified",,,,
ND99.1,Chemical burn due to skin contact with corrosive substance,"A chemical skin burn is an acute, severe irritant reaction to skin contact with corrosive or caustic substances sufficient to cause cell necrosis. The corrosive potential of substances depends on their chemical properties, concentration and pH, and on the duration and type of skin contact. Occlusion has an additive effect.",,,
ND9Y,"Burns of external body surface, other specified site",,,,
ND9Z,"Burns of external body surface, unspecified site",,,,
NE00,Burn of eye or ocular adnexa,"Injury confined to the tissues of the eye and adnexa caused by contact with, for example, heat, steam, chemicals, or electricity.",,,
NE01,Burn of respiratory tract,"Injury to the tissues of the respiratory tract caused by contact with, for example, heat, steam, chemicals, or electricity.",,,
NE02,Burn of other internal organs,"Injury to other internal organs caused by contact with, for example, heat, steam, chemicals, or electricity.",,,
NE0Z,Burns of unspecified internal organ,,,,
NE10,Burns of multiple body regions,,,,
NE11,Burn of unspecified body region,,,,
NE2Z,"Burns, unspecified",,,,
NE40,Superficial frostbite,"Frostbite in which injury is confined to the skin, where there may be epidermal blistering and sloughing but no significant tissue necrosis.",,frostbite with partial-thickness skin loss,Superficial frostbite involving multiple body regions
NE41,Frostbite with tissue necrosis,Frostbite with localised tissue necrosis of skin and deeper tissues,,,Frostbite with tissue necrosis involving multiple body regions
NE42,Frostbite involving multiple body regions,Frostbite is damage to tissues as the result of exposure to low environmental temperatures.,,,
NE4Z,"Frostbite, unspecified",,,,
NE60,"Harmful effects of drugs, medicaments or biological substances, not elsewhere classified",,,,Alcohol intoxication; pathological drug intoxication; hypersensitivity reaction to correctly administered drug; Reactions or intoxications due to drugs administered to fetus or newborn
NE61,"Harmful effects of or exposure to noxious substances, chiefly nonmedicinal as to source, not elsewhere classified",,,,corrosions; Bacterial foodborne intoxications
NE6Z,Harmful effects of unspecified substance,,,,
NE80.0,"Air embolism following infusion, transfusion or therapeutic injection",,,,
NE80.1,ABO incompatibility reaction,,,Reaction to blood-group incompatibility in infusion or transfusion,
NE80.2,Rh incompatibility reaction,,,Reaction due to Rh factor in infusion or transfusion,
NE80.3,Other serum reactions,,,,serum hepatitis
NE80.Y,"Other specified injury or harm arising following infusion, transfusion or therapeutic injection, not elsewhere classified",,,,
NE80.Z,"Injury or harm arising following infusion, transfusion or therapeutic injection, not elsewhere classified, unspecified",,,,
NE81.00,Haematoma of surgical wound of skin,Collection of blood within skin and soft tissues following surgical wound of skin usually resulting from defective haemostasis,,,
NE81.01,Haemorrhage and haematoma of eye or ocular adnexa complicating a procedure,,,Intraoperative haemorrhage and haematoma of eye or ocular adnexa complicating an ophthalmic procedure; Postprocedural haemorrhage or haematoma of eye or ocular adnexa following a procedure,
NE81.0Z,"Haemorrhage or haematoma of other or unspecified site complicating a procedure, not elsewhere classified",,,,
NE81.1,"Disruption of operation wound, not elsewhere classified",,,Dehiscence of operation wound; Rupture of operation wound,Postsurgical anastomosis leak
NE81.20,Superficial incisional site infection,A surgical site infection involving only skin and subcutaneous tissue of the incision.,,,Streptococcal cellulitis of skin; Staphylococcal cellulitis of skin
NE81.21,Deep incisional site infection,A surgical site infection involving deep soft tissues of the incision (e.g. fascia and muscle layers).,,,
NE81.22,Organ or organ space surgical site infection,"A surgical site infection that involves any part of the body deeper than the fascial or muscle layers, that is opened or manipulated during the operative procedure.",,,
NE81.2Y,Other specified surgical site infection,,,,
NE81.2Z,"Surgical site infection, unspecified",,,,
NE81.3,Postsurgical leak,,,,Malfunction or complication of external stoma of digestive organs; Tracheostomy malfunction
NE81.Y,"Other specified injury or harm arising from a procedure, not elsewhere classified",,,,
NE81.Z,"Injury or harm arising from a procedure, not elsewhere classified, unspecified",,,,
NE82.00,Pacemaker or implantable cardioverter defibrillator pocket erosion,Any breakdown of the implant site or skin overlying pacemaker or an implantable cardioverter defibrillator (ICD) pocket.,,,
NE82.01,Pacemaker or implantable cardioverter defibrillator pocket muscle stimulation,Inappropriate muscular stimulation in or near a pacemaker or implantable cardioverter defibrillator (ICD) generator pocket that cannot be managed with device reprograming and results in patient discomfort or need for reoperation.,,,
NE82.02,Pacemaker or implantable cardioverter defibrillator phrenic nerve stimulation,,,,
NE82.03,Pacing-induced cardiomyopathy,"Pacing-induced cardiomyopathy is ventricular dilation, dysfunction (systolic and/or diastolic) and dyskinesia associated with chronic ventricular pacing in the absence of other causes of cardiomyopathy.",,,
NE82.0Y,Other specified pacemaker or implantable cardioverter defibrillator complication,,,,
NE82.0Z,"Pacemaker or implantable cardioverter defibrillator complication, unspecified",,,,
NE82.10,Inappropriate implantable cardioverter defibrillator shock,"One or more implantable cardioverter defibrillator (ICD) high energy discharges delivered in response to an event other than an appropriately sensed ventricular arrhythmia meeting criteria for therapy. Examples of such events include artefactual sensing (e.g., T-wave oversensing or noise), supraventricular arrhythmias (e.g., atrial fibrillation or flutter, supraventricular tachycardia (SVT)) and sinus tachycardia.",,,
NE82.11,Pacemaker syndrome,"Cardiovascular signs or symptoms following pacemaker implantation due to suboptimal atrioventricular synchrony, regardless of the pacing mode",,,
NE82.12,Pacemaker generator dysfunction,Pacemaker pulse generator malfunction for any reason except routine battery exhaustion.,,,
NE82.1Y,Other specified pacemaker or implantable cardioverter defibrillator dysfunction,,,,
NE82.1Z,"Pacemaker or implantable cardioverter defibrillator dysfunction, unspecified",,,,
NE82.20,Pacemaker or implantable cardioverter defibrillator lead fracture,,,,
NE82.21,Pacemaker or implantable cardioverter defibrillator lead dislodgement,,,,
NE82.22,Pacemaker or implantable cardioverter defibrillator lead insulation break,,,,
NE82.2Y,Other specified pacemaker or implantable cardioverter defibrillator lead complication,,,,
NE82.2Z,"Pacemaker or implantable cardioverter defibrillator lead complication, unspecified",,,,
NE82.3,Pacemaker or implantable cardioverter defibrillator lead dysfunction,,,,
NE82.Y,"Other specified dysfunction or complication of pacemaker, pacemaker lead or implantable cardioverter defibrillator, not elsewhere classified",,,,
NE82.Z,"Dysfunction or complication of pacemaker, pacemaker lead or implantable cardioverter defibrillator, not elsewhere classified, unspecified",,,,
NE83.0,Destruction or cartilage wear of joint with hemiarthroplasty,,,,
NE83.1,"Infection arising from device, implant or graft, not elsewhere classified",,,,
NE83.Y,"Other specified injury or harm arising from other device, implant or graft, not elsewhere classified",,,,
NE84,Failure or rejection of transplanted organs or tissues,,,,
NE85.0,Complications of reattached upper extremity,,,,
NE85.1,Complications of reattached lower extremity,,,,
NE85.2,Complications of other reattached body part,,,,
NE85.3,Neuroma of amputation stump,,,,
NE85.4,Infection of amputation stump,,,,
NE85.5,Necrosis of amputation stump,,,,
NE85.6,Other or unspecified complications of amputation stump,,,,Phantom limb syndrome
NE86,Malignant hyperthermia due to anaesthesia,"A condition caused by hypermetabolism in response to certain anaesthetic drugs. This condition is characterised by hyperthermia, tachycardia, tachypnoea, increased carbon dioxide production, increased oxygen consumption, acidosis, muscle rigidity, and rhabdomyolysis. This condition may be associated with genetic mutation.",,,
NE87,Failed or difficult intubation,"Intubation complicated by patient anatomy or physiology which complicates, prolongs or prevents intubation.

Complication is defined as saturations falling more than 20% below baseline, significant damage to lips, teeth or tongue, or regurgitation and aspiration of gastric contents. Prolongation is defined as either intubation using special techniques (fibreoptic intubation) or three or more attempts at intubation using direct laryngoscopy or videolaryngoscopy when performed by a fully trained and expert anesthetist. Failure is defined as the abandonment of the attempt at intubation.",,,Failed or difficult intubation during pregnancy; Failed or difficult intubation during labour or delivery; Failed or difficult intubation during the puerperium
NE88,"Drug toxicity associated with harm in surgical or medical care, not elsewhere classified",,,,
NE89,Awareness under general anaesthesia,"The experience by patients whose expectation was oblivion under general anaesthesia of awareness of their surroundings. This may include some or all of the following sensations: visual, auditory, tactile (including presence of a tracheal tube or airway device, manipulation), motion, pain and paralysis.",,,Awareness of heartbeat
NE8Y,"Other specified injury or harm arising from surgical or medical care, not elsewhere classified",,,,
NE8Z,"Injury or harm arising from surgical or medical care, not elsewhere classified, unspecified",,,,
NF00,"Effects of radiation, not elsewhere classified",,,,"Sunburn; Burns; specified adverse effects of radiation, such as leukaemia; Radiation gastritis; Acute pulmonary manifestations due to radiation; Radiation duodenitis; Radiation oesophagitis; Radiation-induced colitis"
NF01.0,Heat stroke,"Elevation of core body temperature above 40.6 degrees centigrade due to environmental heat exposure and a failure of thermoregulation. This is a potentially fatal disorder, particularly in infants and children.",,,Exertional heat stroke
NF01.1,Heat syncope,Fainting attributable to exposure to heat,,Heat collapse,
NF01.2,Heat exhaustion due to fluid depletion,A failure of thermoregulatory sweating on exposure to heat as a result of water deprivation and/or inadequate replacement of fluids lost through sweating or by other means (e.g. severe diarrhoea). If untreated this may progress to heat stroke.,,Heat prostration due to water depletion,
NF01.3,"Heat fatigue, transient",,,,
NF01.Y,Other specified effects of heat,,,,
NF01.Z,"Effects of heat, unspecified",,,,
NF02,Hypothermia,,,Accidental hypothermia,"Hypothermia, not associated with low environmental temperature; Frostbite"
NF03.0,Chilblains,"Chilblains are the result of cold-induced damage principally to the microvasculature of acral skin in susceptible individuals. They are commonest in the winter months in cold, damp climates. They present as itchy or painful red-purple macules, papules or plaques, most commonly affecting the fingers and toes, though other body extremities including the heels, nose and ears can be involved. Because of insulation from core body temperature, other areas, especially the lateral thighs, may be involved in areas where there is a thick layer of subcutaneous fat.",,,
NF03.1,Immersion hand or foot,"Injury to the skin and soft tissues of the feet and, less commonly, the hands due to prolonged exposure to non-freezing cold and wet conditions. Originally reported in soldiers as trench foot during World War I, it is now more commonly seen in the homeless either because of vagrancy or as the result of conflict. Affected extremities are initially cold, numb, swollen and pulseless~ this is followed by a period of intense hyperaemia and pain which then gives way to increased sweating and cold sensitivity.",,,
NF03.Y,Other specified effects of reduced temperature,,,,
NF03.Z,Unspecified effects of reduced temperature,,,,
NF04.0,Otitic barotrauma,,,Aero-otitis media,
NF04.1,Sinus barotrauma,,,Aerosinusitis; Effects of change in ambient atmospheric pressure on sinuses,
NF04.2,Caisson disease,,,Compressed-air disease,Osteonecrosis due to trauma
NF04.3,Effects of high-pressure fluids,,,,
NF04.Y,Other specified effects of air pressure or water pressure,,,,
NF04.Z,"Effects of air pressure or water pressure, unspecified",,,,
NF05,Asphyxiation,,,,Respiratory distress of newborn; Adult acute respiratory distress syndrome; asphyxia from carbon monoxide; asphyxia from inhalation of food or foreign body
NF06.0,Exertional heat stroke,,,,
NF06.1,Post exercise postural hypotension,,,,
NF06.2,Post exertional dehydration,,,,
NF06.3,Exercise muscle cramp,,,,
NF06.Y,Other specified effects of strenuous physical exercise,,,,
NF06.Z,"Effects of strenuous physical exercise, unspecified",,,,
NF07.0,Effects of hunger,,,Deprivation of food; Starvation,
NF07.1,Effects of thirst,,,Deprivation of water,
NF07.2,Exhaustion due to exposure,,,,
NF07.Y,Other specified effects of deprivation,,,,
NF07.Z,"Effects of other deprivation, unspecified",,,,
NF08.0,Effects of lightning,,,,
NF08.1,Drowning or nonfatal submersion,,,Immersion,
NF08.20,Hand and arm vibration syndrome,Hand Transmitted Vibration is mechanical vibration arising from powered processes or tools which enters the body at the fingers or the palm of the hands. As a consequence of this exposure some people develop a secondary Raynaud’s phenomenon and / or peripheral sensory neuropathy affecting the hands.,,,Carpal tunnel syndrome
NF08.2Y,Other specified effects of vibration,,,,
NF08.2Z,"Effects of vibration, unspecified",,,,
NF08.3,Motion sickness,,,,
NF08.4,Effects of electric current,,,,
NF09,"Adverse effects, not elsewhere classified","Adverse effects which cannot be attributed to any more specific cause and thus excluding but not limited to injury, allergy, hypersensitivity, toxic effects and complications of surgical and medical care.",,,"Injury or harm arising from surgical or medical care, not elsewhere classified; Anaphylaxis; anaphylactic shock due to serum; Allergic or hypersensitivity disorders involving skin or mucous membranes; Allergic or hypersensitivity disorders involving the gastrointestinal tract; Allergic or hypersensitivity disorders involving the respiratory tract; anaphylactic shock due to adverse food reaction; Harmful effects of substances"
NF0A.0,"Air embolism, traumatic, not elsewhere classified",,,,"air embolism complicating abortion or ectopic or molar pregnancy; air embolism complicating pregnancy, childbirth and the puerperium"
NF0A.1,"Fat embolism, traumatic, not elsewhere classified",,,,"fat embolism complicating abortion or ectopic or molar pregnancy; fat embolism complicating: pregnancy, childbirth and the puerperium"
NF0A.2,"Traumatic secondary or recurrent haemorrhage, not elsewhere classified",,,,
NF0A.3,"Post traumatic wound infection, not elsewhere classified",Infection of skin and soft tissue secondary to trauma,,,
NF0A.4,"Traumatic shock, not elsewhere classified",,,,"obstetric shock; nontraumatic shock NEC; Shock following abortion, ectopic or molar pregnancy; lightening shock; electric shock; anaphylactic shock NOS; shock anaphylactic: due to: correct medicinal substance properly administered; shock: anaphylactic: due to adverse food reaction; anaphylactic due to serum"
NF0A.5,"Traumatic anuria, not elsewhere classified",,,Crush syndrome; Renal failure following crushing,
NF0A.6,"Traumatic ischaemia of muscle, not elsewhere classified",,,Traumatic compartment syndrome,anterior tibial syndrome
NF0A.7,"Traumatic subcutaneous emphysema, not elsewhere classified",,,,emphysema (subcutaneous) resulting from a procedure
NF0A.Y,"Other early complication of trauma, not elsewhere classified",,,,
NF0A.Z,"Early complications of trauma, not elsewhere classified",,,,
NF0Y,Other specified effects of external causes,,,,
NF0Z,Unspecified effects of external causes,,,,
NF2Y,"Other specified injury, poisoning or certain other consequences of external causes",,,,
NF2Z,"Unspecified injury, poisoning or certain other consequences of external causes",,,,
PA00,Unintentional land transport traffic event injuring a pedestrian,,,,
PA01,Unintentional land transport traffic event injuring the user of a pedestrian conveyance,,,,
PA02,Unintentional land transport traffic event injuring a pedal cyclist,,,,
PA03,Unintentional land transport traffic event injuring a motor cyclist,,,,Unintentional land transport traffic event injuring an occupant of a low powered passenger vehicle
PA04,Unintentional land transport traffic event injuring a car occupant,,,,
PA05,Unintentional land transport traffic event injuring an occupant of a bus or coach,,,,
PA06,Unintentional land transport traffic event injuring an occupant of a light goods vehicle,,,,
PA07,Unintentional land transport traffic event injuring an occupant of a heavy goods vehicle,,,,
PA08,Unintentional land transport traffic event injuring an occupant of a streetcar or tram,,,,
PA09,Unintentional land transport traffic event injuring an occupant of a low powered passenger vehicle,,,,
PA0A,Unintentional land transport traffic event injuring a user of a special vehicle mainly used in agriculture,,,,
PA0B,Unintentional land transport traffic event injuring a user of a special vehicle mainly used on industrial premises,,,,
PA0C,Unintentional land transport traffic event injuring a user of a special construction vehicle,,,,
PA0D,Unintentional land transport traffic event injuring a user of an all-terrain vehicle,,,,
PA0E,Unintentional land transport traffic event injuring a rider of an animal,,,,
PA0F,Unintentional land transport traffic event injuring an occupant of an animal-drawn vehicle,,,,
PA0Y,Unintentional land transport traffic event injuring a user of other specified land transport,,,,
PA0Z,Unintentional land transport traffic event injuring a user of unspecified land transport,,,,
PA10,Unintentional land transport nontraffic event injuring a pedestrian,,,,
PA11,Unintentional land transport nontraffic event injuring the user of a pedestrian conveyance,,,,
PA12,Unintentional land transport nontraffic event injuring a pedal cyclist,,,,
PA13,Unintentional land transport nontraffic event injuring a motor cyclist,,,,
PA14,Unintentional land transport nontraffic event injuring a car occupant,,,,
PA15,Unintentional land transport nontraffic event injuring an occupant of a bus or coach,,,,
PA16,Unintentional land transport nontraffic event injuring an occupant of a light goods vehicle,,,,
PA17,Unintentional land transport nontraffic event injuring an occupant of a heavy goods vehicle,,,,
PA18,Unintentional land transport nontraffic event injuring an occupant of a streetcar or tram,,,,
PA19,Unintentional land transport nontraffic event injuring an occupant of a low powered passenger vehicle,,,,
PA1A,Unintentional land transport nontraffic event injuring a user of a special vehicle mainly used in agriculture,,,,
PA1B,Unintentional land transport nontraffic event injuring a user of a special vehicle mainly used on industrial premises,,,,
PA1C,Unintentional land transport nontraffic event injuring a user of a special construction vehicle,,,,
PA1D,Unintentional land transport nontraffic event injuring a user of an all-terrain vehicle,,,,
PA1E,Unintentional land transport nontraffic event injuring a rider of an animal,,,,
PA1F,Unintentional land transport nontraffic event injuring an occupant of an animal-drawn vehicle,,,,
PA1Y,Unintentional land transport nontraffic event injuring a user of other specified land transport,,,,
PA1Z,Unintentional land transport nontraffic event injuring a user of unknown or unspecified land transport,,,,
PA20,Unintentional land transport event unknown whether traffic or nontraffic injuring a pedestrian,,,,
PA21,Unintentional land transport event unknown whether traffic or nontraffic injuring the user of a pedestrian conveyance,,,,
PA22,Unintentional land transport event unknown whether traffic or nontraffic injuring a pedal cyclist,,,,
PA23,Unintentional land transport event unknown whether traffic or nontraffic injuring a motor cyclist,,,,
PA24,Unintentional land transport event unknown whether traffic or nontraffic injuring a car occupant,,,,
PA25,Unintentional land transport event unknown whether traffic or nontraffic injuring an occupant of a bus or coach,,,,
PA26,Unintentional land transport event unknown whether traffic or nontraffic injuring an occupant of a light goods vehicle,,,,
PA27,Unintentional land transport event unknown whether traffic or nontraffic injuring an occupant of a heavy goods vehicle,,,,
PA28,Unintentional land transport event unknown whether traffic or nontraffic injuring an occupant of a streetcar or tram,,,,
PA29,Unintentional land transport event unknown whether traffic or nontraffic injuring an occupant of a low powered passenger vehicle,,,,
PA2A,Unintentional land transport event unknown whether traffic or nontraffic injuring an occupant of a special vehicle mainly used in agriculture,,,,
PA2B,Unintentional land transport event unknown whether traffic or nontraffic injuring an occupant of a special vehicle mainly used on industrial premises,,,,
PA2C,Unintentional land transport event unknown whether traffic or nontraffic injuring an occupant of a special construction vehicle,,,,
PA2D,Unintentional land transport event unknown whether traffic or nontraffic injuring an occupant of an all-terrain vehicle,,,,
PA2E,Unintentional land transport event unknown whether traffic or nontraffic injuring a rider of an animal,,,,
PA2F,Unintentional land transport event unknown whether traffic or nontraffic injuring an occupant of an animal-drawn vehicle,,,,
PA2Y,Unintentional land transport injury event unknown whether traffic or nontraffic injuring a user of other specified transport,,,,
PA2Z,Unintentional land transport injury event unknown whether traffic or nontraffic injuring a user of unspecified transport,,,,
PA30,Unintentional railway transport injury event with collision or derailment,,,,
PA31,Unintentional railway transport injury event without collision or derailment,,,,
PA3Z,Unintentional railway transport injury event of unspecified type,,,,
PA40.0,"Unintentional water transport injury event with water vessel not damaged, disabled or destroyed, causing submersion or drowning",,,,
PA40.1,"Unintentional water transport injury event with water vessel not damaged, disabled or destroyed, causing other injury",,,,
PA40.Z,"Unintentional water transport injury event with water vessel not damaged, disabled or destroyed, causing unspecified injury",,,,
PA41.0,"Unintentional water transport injury event with water vessel damaged, disabled or destroyed, causing submersion or drowning",,,drowning and submersion due to boat sinking,"Unintentional water transport injury event with water vessel not damaged, disabled or destroyed, causing submersion or drowning"
PA41.Z,"Unintentional water transport injury event with water vessel damaged, disabled or destroyed, causing unspecified injury",,,,
PA4Z,Unintentional water transport injury event with damage to water vessel unspecified,,,,
PA50.0,"Unintentional air or space transport injury event with aircraft or spacecraft not damaged, disabled or destroyed",,,,
PA50.1,"Unintentional air or space transport injury event with aircraft or spacecraft damaged, disabled or destroyed",,,,
PA50.Z,"Unintentional air or space transport injury event, unspecified",,,,
PA5Y,Other specified unintentional transport injury event,,,,
PA5Z,"Unintentional transport injury event, unspecified",,,,
PA60,Unintentional fall on the same level or from less than 1 metre,,,,Fall in health care; Fall while in hospital; Fall from hospital bed
PA61,Unintentional fall from a height of 1 metre or more,,,,Fall in health care; Fall from animal
PA6Z,Unintentional fall from unspecified height,,,,
PA70,"Unintentionally struck, kicked, or bumped by person",,,,
PA71,"Unintentionally struck, kicked, or bumped by animal",,,,
PA72,Unintentionally stepped on or crushed by person,,,,
PA73,Unintentionally stepped on or crushed by animal,,,,
PA74,Unintentionally bitten by person,,,,
PA75,Unintentionally bitten by animal,,,,
PA76,Unintentionally scratched or clawed by person,,,,
PA77,Unintentionally scratched or clawed by animal,,,,
PA78,Unintentionally stung or envenomated by animal,,,,
PA79,Unintentionally injured by contact with plant,,,,
PA7Y,"Other specified type of unintentional contact with person, animal or plant",,,,
PA7Z,"Unintentional contact with person, animal or plant, type unspecified",,,,
